TransactionID,Amount,SenderCounty,ReceiverCounty,TimeOfDay,TransactionType,AccountAgeMonths,TransactionsLast24Hours,DeviceChangedRecently,NewLocationLogin,FailedPinAttempts,IsWeekend,Fraudulent
TXN003755,2305,Nakuru,Nairobi,21,Till,72,19,Yes,Yes,8,No,Yes
TXN003756,27176,Nakuru,Mombasa,4,Withdraw,61,20,Yes,Yes,7,No,Yes
TXN003757,101117,Nairobi,Kisumu,21,Withdraw,114,9,Yes,No,8,No,Yes
TXN003758,351239,Nairobi,Meru,1,Withdraw,117,12,Yes,Yes,6,Yes,Yes
TXN003762,103702,Meru,Kiambu,2,Withdraw,22,7,Yes,Yes,6,Yes,Yes
TXN003763,176326,Nairobi,Kakamega,16,Withdraw,2,6,No,Yes,3,Yes,Yes
TXN003766,355074,Machakos,Mombasa,17,Send Money,51,5,No,Yes,8,No,Yes
TXN003767,151062,Nyeri,Kiambu,21,Till,99,23,Yes,Yes,4,Yes,Yes
TXN003773,146189,Meru,Nyeri,4,Till,74,7,Yes,No,4,No,Yes
TXN003774,129469,Kiambu,Nairobi,15,Paybill,120,15,Yes,No,7,Yes,Yes
TXN003776,437138,Machakos,Kakamega,3,Paybill,100,25,Yes,Yes,7,Yes,Yes
TXN003778,240087,Kisumu,Kiambu,5,Till,85,17,No,Yes,5,Yes,Yes
TXN003779,406684,Machakos,Kakamega,17,Paybill,50,13,Yes,Yes,8,Yes,Yes
TXN003780,213573,Kiambu,Mombasa,7,Withdraw,84,20,Yes,Yes,0,Yes,Yes
TXN003781,177457,Meru,Meru,14,Withdraw,84,7,Yes,No,6,No,Yes
TXN003782,428061,Nairobi,Kakamega,8,Withdraw,4,24,No,Yes,6,Yes,Yes
TXN003783,52118,Nairobi,Kiambu,23,Send Money,107,9,Yes,Yes,7,Yes,Yes
TXN003785,346246,Uasin Gishu,Kisumu,2,Till,94,21,No,Yes,8,No,Yes
TXN003787,225012,Kiambu,Mombasa,8,Paybill,16,17,Yes,No,8,No,Yes
TXN003788,256444,Meru,Nyeri,16,Withdraw,65,12,Yes,Yes,4,Yes,Yes
TXN003790,302166,Nairobi,Kakamega,22,Send Money,112,19,Yes,Yes,5,Yes,Yes
TXN003791,111000,Machakos,Uasin Gishu,14,Withdraw,111,5,Yes,No,4,No,Yes
TXN003792,37311,Uasin Gishu,Nairobi,9,Till,47,27,No,Yes,7,No,Yes
TXN003793,219039,Kiambu,Machakos,14,Withdraw,71,19,Yes,Yes,1,No,Yes
TXN003796,172819,Nairobi,Kiambu,18,Withdraw,113,11,Yes,Yes,7,No,Yes
TXN003797,277513,Kiambu,Kiambu,4,Paybill,18,19,No,Yes,7,No,Yes
TXN003800,451378,Kiambu,Nakuru,1,Paybill,56,7,Yes,Yes,2,Yes,Yes
TXN003801,46691,Mombasa,Mombasa,3,Till,70,23,Yes,Yes,3,Yes,Yes
TXN003806,479179,Nyeri,Uasin Gishu,21,Till,80,14,Yes,Yes,8,No,Yes
TXN003807,35854,Mombasa,Meru,19,Send Money,60,21,Yes,No,6,Yes,Yes
TXN003808,406327,Meru,Kiambu,20,Withdraw,106,30,No,Yes,4,No,Yes
TXN003809,220725,Kisumu,Uasin Gishu,16,Till,91,6,Yes,No,8,No,Yes
TXN003810,438622,Meru,Meru,1,Send Money,15,16,No,Yes,6,No,Yes
TXN003812,438713,Mombasa,Machakos,20,Send Money,2,7,No,Yes,1,Yes,Yes
TXN003815,355576,Uasin Gishu,Kisumu,10,Paybill,46,2,Yes,No,3,Yes,Yes
TXN003816,353208,Kakamega,Machakos,10,Till,69,3,No,Yes,3,Yes,Yes
TXN003820,245446,Kisumu,Kakamega,15,Paybill,62,4,Yes,Yes,5,Yes,Yes
TXN003823,476699,Meru,Nakuru,18,Paybill,50,14,No,Yes,5,Yes,Yes
TXN003825,108941,Kisumu,Kakamega,19,Till,114,9,Yes,Yes,0,No,Yes
TXN003827,316206,Meru,Mombasa,4,Withdraw,111,20,Yes,Yes,7,Yes,Yes
TXN003829,220996,Meru,Mombasa,1,Send Money,87,6,Yes,Yes,6,No,Yes
TXN003830,376038,Nakuru,Uasin Gishu,8,Till,36,27,No,Yes,6,No,Yes
TXN003832,331159,Nyeri,Nakuru,10,Paybill,8,15,Yes,Yes,7,No,Yes
TXN003834,283378,Meru,Nairobi,1,Withdraw,97,12,Yes,Yes,0,Yes,Yes
TXN003836,289209,Kakamega,Nairobi,7,Till,53,4,No,Yes,8,No,Yes
TXN003837,143819,Uasin Gishu,Machakos,20,Withdraw,103,14,Yes,Yes,2,No,Yes
TXN003838,448667,Uasin Gishu,Nakuru,10,Send Money,111,17,No,Yes,5,No,Yes
TXN003842,46331,Mombasa,Kiambu,10,Till,2,19,Yes,Yes,2,No,Yes
TXN003843,251685,Nakuru,Kakamega,12,Withdraw,118,19,No,Yes,7,Yes,Yes
TXN003847,318479,Kisumu,Nyeri,8,Send Money,82,12,Yes,Yes,4,No,Yes
TXN003853,423252,Kakamega,Nakuru,20,Till,117,25,Yes,No,7,Yes,Yes
TXN003854,376404,Kiambu,Kakamega,5,Paybill,106,29,No,Yes,7,Yes,Yes
TXN003855,409496,Uasin Gishu,Uasin Gishu,3,Send Money,87,22,Yes,No,4,No,Yes
TXN003858,395316,Meru,Machakos,13,Send Money,32,22,No,Yes,8,No,Yes
TXN003859,120399,Nakuru,Mombasa,17,Paybill,86,10,No,Yes,8,Yes,Yes
TXN003860,285501,Uasin Gishu,Meru,2,Paybill,4,4,No,Yes,4,No,Yes
TXN003861,338426,Meru,Nyeri,0,Send Money,107,26,Yes,No,7,Yes,Yes
TXN003862,406842,Uasin Gishu,Nakuru,3,Till,87,29,Yes,Yes,0,Yes,Yes
TXN003865,41756,Nyeri,Meru,13,Withdraw,22,16,Yes,Yes,3,Yes,Yes
TXN003866,98247,Nakuru,Mombasa,21,Withdraw,5,27,Yes,Yes,5,Yes,Yes
TXN003869,114721,Machakos,Kiambu,23,Withdraw,101,28,No,Yes,5,Yes,Yes
TXN003870,159666,Nyeri,Kakamega,0,Paybill,56,20,Yes,Yes,7,Yes,Yes
TXN003871,253088,Nairobi,Meru,7,Send Money,19,18,Yes,Yes,4,Yes,Yes
TXN003873,349260,Kiambu,Mombasa,17,Paybill,88,1,Yes,No,3,Yes,Yes
TXN003874,72838,Kisumu,Machakos,4,Send Money,88,24,No,Yes,7,No,Yes
TXN003875,463549,Kakamega,Meru,11,Till,21,3,Yes,Yes,1,No,Yes
TXN003876,86884,Nairobi,Mombasa,23,Send Money,68,29,Yes,Yes,6,No,Yes
TXN003877,210232,Nyeri,Uasin Gishu,23,Paybill,58,17,Yes,Yes,6,No,Yes
TXN003881,318992,Kakamega,Machakos,10,Send Money,67,9,Yes,Yes,5,Yes,Yes
TXN003882,276673,Uasin Gishu,Kakamega,14,Send Money,34,17,No,Yes,8,No,Yes
TXN003885,171845,Kakamega,Kisumu,14,Withdraw,92,29,Yes,Yes,7,Yes,Yes
TXN003886,127124,Nyeri,Nakuru,4,Send Money,120,24,Yes,Yes,0,Yes,Yes
TXN003887,189321,Nairobi,Uasin Gishu,6,Withdraw,14,3,Yes,Yes,3,No,Yes
TXN003891,434925,Nakuru,Nyeri,21,Send Money,8,15,Yes,No,4,Yes,Yes
TXN003892,302852,Uasin Gishu,Kakamega,22,Withdraw,8,30,Yes,Yes,4,No,Yes
TXN003894,50608,Kiambu,Machakos,2,Withdraw,62,2,Yes,Yes,7,No,Yes
TXN003895,456181,Nyeri,Nairobi,8,Till,60,25,Yes,Yes,2,Yes,Yes
TXN003896,120637,Machakos,Nakuru,23,Paybill,40,15,Yes,No,7,Yes,Yes
TXN003897,31150,Nyeri,Meru,17,Withdraw,80,30,No,Yes,8,No,Yes
TXN003898,411008,Meru,Meru,6,Paybill,31,12,No,Yes,7,Yes,Yes
TXN003901,130315,Kisumu,Nakuru,19,Send Money,75,18,Yes,No,6,No,Yes
TXN003905,361658,Uasin Gishu,Kisumu,16,Withdraw,26,9,No,Yes,6,Yes,Yes
TXN003907,190403,Kiambu,Kisumu,2,Send Money,103,23,Yes,No,3,No,Yes
TXN003909,331282,Nakuru,Nyeri,3,Till,71,18,No,Yes,4,No,Yes
TXN003910,39158,Kakamega,Meru,5,Till,21,20,Yes,Yes,6,No,Yes
TXN003914,481032,Nyeri,Kisumu,8,Till,88,29,Yes,Yes,5,No,Yes
TXN003915,388101,Uasin Gishu,Kiambu,7,Withdraw,26,3,Yes,Yes,2,No,Yes
TXN003916,280582,Nairobi,Mombasa,8,Withdraw,82,22,No,Yes,4,Yes,Yes
TXN003918,478795,Meru,Nairobi,12,Till,40,20,Yes,Yes,1,No,Yes
TXN003920,472114,Uasin Gishu,Nairobi,0,Till,22,11,Yes,Yes,3,Yes,Yes
TXN003921,399316,Nyeri,Nakuru,20,Paybill,7,6,No,Yes,8,No,Yes
TXN003927,368271,Machakos,Kakamega,15,Withdraw,98,20,Yes,Yes,0,No,Yes
TXN003928,346120,Nairobi,Kakamega,9,Send Money,106,20,Yes,No,7,No,Yes
TXN003929,21210,Machakos,Nairobi,8,Paybill,48,19,Yes,No,8,Yes,Yes
TXN003931,324569,Machakos,Kiambu,21,Withdraw,81,13,No,Yes,6,Yes,Yes
TXN003932,475684,Kisumu,Mombasa,1,Send Money,118,13,Yes,No,5,Yes,Yes
TXN003938,219888,Kisumu,Kisumu,15,Paybill,59,26,Yes,Yes,7,No,Yes
TXN003940,355854,Nyeri,Machakos,8,Send Money,112,19,Yes,Yes,0,Yes,Yes
TXN003941,229508,Kisumu,Kiambu,4,Withdraw,1,2,No,Yes,5,Yes,Yes
TXN003943,196718,Mombasa,Kiambu,4,Withdraw,91,8,No,Yes,4,No,Yes
TXN003944,392132,Kisumu,Nairobi,12,Paybill,22,1,No,Yes,8,No,Yes
TXN003947,373289,Nakuru,Nakuru,23,Paybill,79,3,No,Yes,6,Yes,Yes
TXN003950,247108,Meru,Nakuru,13,Withdraw,117,18,Yes,Yes,1,Yes,Yes
TXN003953,131223,Machakos,Mombasa,3,Send Money,116,17,Yes,No,4,Yes,Yes
TXN003954,73298,Nakuru,Nairobi,17,Paybill,49,20,Yes,No,5,Yes,Yes
TXN003955,100787,Mombasa,Kiambu,20,Till,89,8,Yes,Yes,3,No,Yes
TXN003957,72723,Kiambu,Mombasa,10,Send Money,103,26,No,Yes,6,No,Yes
TXN003959,385276,Nairobi,Kisumu,18,Till,33,22,Yes,No,7,Yes,Yes
TXN003961,388299,Mombasa,Kisumu,11,Paybill,103,25,No,Yes,7,No,Yes
TXN003962,281599,Uasin Gishu,Machakos,19,Send Money,34,17,Yes,No,5,Yes,Yes
TXN003964,75746,Machakos,Kisumu,9,Paybill,31,27,Yes,Yes,4,Yes,Yes
TXN003967,492296,Machakos,Nairobi,23,Paybill,6,24,Yes,No,7,Yes,Yes
TXN003968,475886,Kakamega,Kakamega,22,Send Money,65,23,Yes,Yes,4,Yes,Yes
TXN003969,434504,Nakuru,Mombasa,13,Send Money,82,16,Yes,No,6,Yes,Yes
TXN003972,256891,Uasin Gishu,Uasin Gishu,16,Send Money,88,29,No,Yes,5,Yes,Yes
TXN003973,182253,Uasin Gishu,Uasin Gishu,2,Withdraw,46,24,No,Yes,5,No,Yes
TXN003974,217410,Nakuru,Uasin Gishu,8,Withdraw,72,19,No,Yes,3,No,Yes
TXN003976,307813,Machakos,Mombasa,16,Paybill,43,14,Yes,Yes,2,No,Yes
TXN003981,69857,Uasin Gishu,Meru,22,Send Money,31,1,Yes,Yes,7,No,Yes
TXN003982,58034,Nakuru,Kakamega,21,Send Money,63,13,Yes,Yes,1,No,Yes
TXN003983,438802,Uasin Gishu,Kisumu,5,Paybill,68,12,No,Yes,6,Yes,Yes
TXN003985,205357,Mombasa,Nairobi,9,Send Money,80,24,No,Yes,8,No,Yes
TXN003986,439453,Nairobi,Nakuru,4,Till,91,2,Yes,Yes,7,Yes,Yes
TXN003990,372384,Meru,Nairobi,6,Withdraw,14,4,Yes,Yes,7,No,Yes
TXN003991,222295,Kisumu,Nyeri,2,Paybill,50,13,Yes,No,4,No,Yes
TXN003994,331893,Machakos,Kisumu,22,Withdraw,89,7,Yes,Yes,2,No,Yes
TXN003997,445283,Kisumu,Meru,16,Paybill,110,20,No,Yes,8,No,Yes
TXN003998,266219,Mombasa,Kiambu,18,Withdraw,65,29,Yes,Yes,1,No,Yes
TXN003999,231637,Mombasa,Uasin Gishu,11,Withdraw,64,14,No,Yes,3,No,Yes
TXN004000,217069,Mombasa,Meru,20,Till,108,12,Yes,Yes,2,No,Yes
TXN004001,344270,Meru,Kiambu,6,Till,35,23,Yes,Yes,4,No,Yes
TXN004003,180017,Meru,Machakos,23,Withdraw,81,11,Yes,Yes,1,No,Yes
TXN004004,390547,Meru,Nakuru,12,Send Money,57,17,Yes,Yes,3,No,Yes
TXN004007,425,Mombasa,Kisumu,0,Withdraw,86,5,Yes,Yes,3,Yes,Yes
TXN004008,207677,Nairobi,Nakuru,20,Withdraw,110,16,No,Yes,7,Yes,Yes
TXN004009,117252,Uasin Gishu,Kakamega,0,Withdraw,38,25,No,Yes,6,No,Yes
TXN004010,335908,Kakamega,Kiambu,6,Withdraw,13,19,Yes,No,6,No,Yes
TXN004012,205817,Nyeri,Nyeri,15,Paybill,33,24,Yes,No,4,No,Yes
TXN004014,49605,Machakos,Kiambu,15,Send Money,18,19,Yes,No,6,Yes,Yes
TXN004015,359932,Mombasa,Kiambu,12,Send Money,5,19,No,Yes,4,Yes,Yes
TXN004017,466126,Kiambu,Uasin Gishu,14,Paybill,119,2,No,Yes,8,No,Yes
TXN004019,290753,Meru,Uasin Gishu,15,Send Money,78,9,Yes,Yes,1,No,Yes
TXN004020,274606,Kiambu,Kisumu,21,Till,29,5,Yes,Yes,0,No,Yes
TXN004022,102977,Meru,Kiambu,2,Paybill,97,12,No,Yes,4,Yes,Yes
TXN004023,164421,Nyeri,Nyeri,22,Withdraw,73,15,Yes,Yes,2,Yes,Yes
TXN004028,460090,Nyeri,Machakos,3,Paybill,1,16,Yes,No,4,Yes,Yes
TXN004029,117104,Nairobi,Machakos,14,Withdraw,106,28,Yes,Yes,7,No,Yes
TXN004033,58122,Uasin Gishu,Machakos,10,Withdraw,77,28,Yes,No,7,Yes,Yes
TXN004035,165911,Kiambu,Kiambu,21,Paybill,30,15,No,Yes,5,No,Yes
TXN004037,385828,Mombasa,Machakos,14,Withdraw,56,16,Yes,Yes,8,No,Yes
TXN004038,150441,Uasin Gishu,Nyeri,0,Paybill,95,14,No,Yes,5,Yes,Yes
TXN004039,264293,Machakos,Nairobi,5,Withdraw,95,7,Yes,Yes,4,No,Yes
TXN004040,167842,Uasin Gishu,Nakuru,22,Paybill,66,14,Yes,Yes,4,No,Yes
TXN004041,447849,Kisumu,Kiambu,10,Withdraw,27,25,Yes,Yes,4,No,Yes
TXN004046,299312,Mombasa,Kisumu,22,Paybill,112,7,Yes,Yes,2,No,Yes
TXN004049,166929,Nairobi,Nakuru,11,Withdraw,69,29,Yes,Yes,4,Yes,Yes
TXN004050,117835,Nakuru,Machakos,21,Till,4,7,Yes,Yes,6,No,Yes
TXN004054,26546,Machakos,Nyeri,14,Paybill,88,22,Yes,Yes,0,Yes,Yes
TXN004057,467799,Kiambu,Meru,1,Till,20,17,Yes,Yes,3,No,Yes
TXN004059,450123,Uasin Gishu,Uasin Gishu,7,Withdraw,88,2,Yes,Yes,0,Yes,Yes
TXN004060,226297,Kiambu,Mombasa,9,Send Money,23,25,Yes,No,5,No,Yes
TXN004063,387904,Kiambu,Uasin Gishu,18,Send Money,85,26,Yes,Yes,6,Yes,Yes
TXN004067,181739,Mombasa,Nairobi,21,Withdraw,35,24,No,Yes,7,Yes,Yes
TXN004069,440731,Nakuru,Nakuru,21,Paybill,55,14,No,Yes,4,No,Yes
TXN004070,407004,Machakos,Kiambu,23,Send Money,16,16,Yes,No,7,No,Yes
TXN004072,186978,Kisumu,Mombasa,14,Withdraw,101,21,Yes,Yes,8,No,Yes
TXN004073,287120,Machakos,Nairobi,10,Send Money,1,4,Yes,No,6,Yes,Yes
TXN004076,426864,Kiambu,Nairobi,21,Paybill,20,26,Yes,Yes,8,No,Yes
TXN004081,54981,Kiambu,Kakamega,18,Paybill,8,20,Yes,No,4,No,Yes
TXN004086,284859,Machakos,Kisumu,17,Till,1,7,No,Yes,8,Yes,Yes
TXN004088,253360,Nyeri,Nairobi,6,Send Money,57,12,Yes,No,6,No,Yes
TXN004089,224106,Kisumu,Kiambu,20,Send Money,26,13,No,Yes,7,No,Yes
TXN004091,6039,Uasin Gishu,Nairobi,16,Till,27,20,No,Yes,5,Yes,Yes
TXN004092,98724,Mombasa,Mombasa,8,Withdraw,24,20,No,Yes,4,Yes,Yes
TXN004094,144470,Meru,Kiambu,11,Withdraw,98,19,Yes,No,7,Yes,Yes
TXN004096,405489,Uasin Gishu,Nyeri,23,Send Money,88,9,Yes,No,7,Yes,Yes
TXN004099,499637,Kisumu,Nakuru,13,Paybill,119,19,Yes,No,5,No,Yes
TXN004100,161637,Kakamega,Nyeri,22,Withdraw,98,3,Yes,Yes,4,No,Yes
TXN004101,235588,Kakamega,Kisumu,17,Send Money,120,30,Yes,Yes,6,No,Yes
TXN004102,290100,Kisumu,Kiambu,18,Send Money,19,27,Yes,Yes,7,No,Yes
TXN004104,243948,Uasin Gishu,Nakuru,3,Till,92,8,Yes,No,3,No,Yes
TXN004105,193202,Uasin Gishu,Meru,8,Till,73,13,No,Yes,7,Yes,Yes
TXN004106,287064,Nairobi,Nairobi,23,Till,91,30,Yes,No,4,Yes,Yes
TXN004109,392824,Kiambu,Meru,22,Withdraw,102,10,Yes,No,3,No,Yes
TXN004113,102306,Nakuru,Nairobi,8,Send Money,92,13,Yes,Yes,7,No,Yes
TXN004116,81707,Nakuru,Machakos,0,Withdraw,113,15,No,Yes,7,No,Yes
TXN004117,457934,Meru,Meru,0,Till,102,25,No,Yes,7,Yes,Yes
TXN004118,110496,Uasin Gishu,Kisumu,5,Withdraw,66,18,Yes,No,6,No,Yes
TXN004121,201350,Meru,Nairobi,12,Send Money,104,15,Yes,Yes,3,No,Yes
TXN004125,145653,Machakos,Nakuru,22,Paybill,21,21,Yes,No,4,Yes,Yes
TXN004126,495527,Machakos,Nyeri,2,Paybill,65,24,No,Yes,7,Yes,Yes
TXN004128,155560,Machakos,Mombasa,0,Withdraw,46,11,No,Yes,6,Yes,Yes
TXN004132,18395,Machakos,Mombasa,15,Withdraw,50,21,Yes,No,5,Yes,Yes
TXN004133,364318,Meru,Machakos,6,Send Money,47,3,Yes,No,8,No,Yes
TXN004134,437888,Nyeri,Nairobi,21,Send Money,23,15,Yes,No,4,No,Yes
TXN004135,327421,Uasin Gishu,Mombasa,12,Till,64,14,Yes,Yes,3,No,Yes
TXN004136,358266,Nakuru,Kisumu,4,Paybill,49,3,No,Yes,6,No,Yes
TXN004138,88037,Nairobi,Nyeri,19,Till,75,24,No,Yes,8,No,Yes
TXN004142,364366,Machakos,Nyeri,23,Withdraw,93,29,Yes,No,6,Yes,Yes
TXN004143,424911,Mombasa,Mombasa,13,Withdraw,103,19,Yes,Yes,1,Yes,Yes
TXN004144,298053,Kiambu,Uasin Gishu,14,Withdraw,39,14,Yes,Yes,1,Yes,Yes
TXN004145,406781,Uasin Gishu,Kisumu,1,Withdraw,34,5,Yes,Yes,5,Yes,Yes
TXN004149,445361,Uasin Gishu,Kiambu,11,Send Money,8,10,Yes,No,4,Yes,Yes
TXN004153,264283,Nairobi,Nyeri,7,Till,96,1,No,Yes,3,No,Yes
TXN004154,142286,Meru,Nyeri,16,Send Money,82,27,No,Yes,7,No,Yes
TXN004156,348336,Kisumu,Kisumu,7,Withdraw,118,20,No,Yes,7,No,Yes
TXN004157,282574,Kiambu,Mombasa,17,Paybill,31,3,Yes,No,5,Yes,Yes
TXN004160,454894,Kakamega,Nakuru,11,Paybill,118,1,Yes,No,4,No,Yes
TXN004163,246829,Nairobi,Kiambu,0,Paybill,62,21,Yes,Yes,1,Yes,Yes
TXN004164,267068,Mombasa,Nyeri,14,Withdraw,33,8,No,Yes,6,Yes,Yes
TXN004165,373117,Kisumu,Kisumu,10,Paybill,61,26,No,Yes,3,No,Yes
TXN004166,310152,Machakos,Kakamega,15,Withdraw,29,20,Yes,Yes,4,Yes,Yes
TXN004169,18319,Meru,Uasin Gishu,22,Withdraw,30,23,No,Yes,8,Yes,Yes
TXN004174,272584,Nakuru,Meru,10,Till,98,19,No,Yes,6,Yes,Yes
TXN004175,409135,Kakamega,Kisumu,7,Till,82,11,Yes,Yes,1,No,Yes
TXN004178,290482,Nyeri,Mombasa,0,Send Money,81,21,Yes,Yes,0,Yes,Yes
TXN004180,168771,Meru,Uasin Gishu,14,Send Money,63,11,No,Yes,4,Yes,Yes
TXN004181,331644,Machakos,Nyeri,22,Withdraw,90,26,Yes,Yes,0,No,Yes
TXN004182,472019,Meru,Uasin Gishu,13,Till,24,9,Yes,Yes,7,No,Yes
TXN004184,81465,Nakuru,Nakuru,10,Paybill,96,11,Yes,Yes,3,No,Yes
TXN004187,371696,Kakamega,Kakamega,2,Paybill,83,19,No,Yes,4,Yes,Yes
TXN004191,397024,Nyeri,Kakamega,23,Withdraw,26,13,No,Yes,5,No,Yes
TXN004192,256752,Nairobi,Kakamega,5,Paybill,27,11,Yes,No,8,Yes,Yes
TXN004194,46275,Meru,Uasin Gishu,5,Withdraw,34,20,Yes,No,3,Yes,Yes
TXN004196,206225,Nakuru,Uasin Gishu,4,Send Money,114,13,Yes,Yes,0,No,Yes
TXN004197,415570,Kakamega,Nyeri,14,Send Money,7,12,Yes,No,4,Yes,Yes
TXN004198,456754,Nakuru,Kakamega,23,Paybill,39,27,Yes,Yes,3,No,Yes
TXN004200,241647,Nyeri,Meru,18,Send Money,61,23,Yes,No,5,No,Yes
TXN004201,248669,Nyeri,Kisumu,15,Send Money,12,6,No,Yes,5,No,Yes
TXN004207,455984,Nyeri,Kisumu,19,Paybill,115,14,Yes,Yes,2,Yes,Yes
TXN004208,418105,Mombasa,Machakos,23,Paybill,31,12,Yes,No,8,No,Yes
TXN004211,470266,Nairobi,Nyeri,17,Send Money,67,8,Yes,Yes,1,No,Yes
TXN004213,341104,Kakamega,Meru,15,Till,2,11,Yes,Yes,0,No,Yes
TXN004214,133029,Uasin Gishu,Nakuru,12,Till,64,14,Yes,Yes,7,No,Yes
TXN004215,203820,Kakamega,Kakamega,8,Withdraw,98,11,Yes,Yes,3,No,Yes
TXN004216,120044,Nyeri,Mombasa,19,Send Money,26,16,Yes,Yes,6,Yes,Yes
TXN004217,180891,Nyeri,Kakamega,7,Till,1,6,Yes,No,4,Yes,Yes
TXN004218,164268,Machakos,Nairobi,8,Withdraw,7,11,Yes,Yes,4,Yes,Yes
TXN004219,68503,Meru,Mombasa,8,Till,97,14,Yes,No,6,Yes,Yes
TXN004220,497848,Nairobi,Meru,17,Till,76,16,No,Yes,6,No,Yes
TXN004221,304451,Nakuru,Uasin Gishu,13,Till,15,20,Yes,No,4,No,Yes
TXN004227,383027,Meru,Nairobi,10,Till,24,27,Yes,Yes,0,No,Yes
TXN004228,183907,Nyeri,Machakos,9,Send Money,95,4,No,Yes,6,No,Yes
TXN004229,169143,Kisumu,Kiambu,13,Paybill,94,19,Yes,Yes,4,No,Yes
TXN004231,406256,Nakuru,Machakos,19,Withdraw,98,14,No,Yes,3,No,Yes
TXN004237,372645,Kakamega,Nyeri,5,Till,24,23,Yes,No,5,Yes,Yes
TXN004238,151909,Machakos,Uasin Gishu,15,Send Money,50,8,Yes,No,4,Yes,Yes
TXN004239,35537,Kisumu,Kiambu,20,Till,59,15,No,Yes,8,No,Yes
TXN004240,290304,Nairobi,Kakamega,10,Till,12,23,No,Yes,8,No,Yes
TXN004241,401032,Machakos,Meru,20,Withdraw,26,23,Yes,No,3,No,Yes
TXN004245,298454,Kiambu,Mombasa,7,Withdraw,113,27,Yes,Yes,4,Yes,Yes
TXN004247,17529,Uasin Gishu,Kakamega,5,Paybill,53,18,No,Yes,6,Yes,Yes
TXN004249,295812,Nairobi,Machakos,23,Withdraw,46,15,Yes,No,4,Yes,Yes
TXN004253,493509,Kakamega,Kiambu,18,Paybill,15,1,No,Yes,5,Yes,Yes
TXN004254,61361,Mombasa,Machakos,20,Till,52,13,Yes,Yes,6,Yes,Yes
TXN004255,330187,Kiambu,Kakamega,21,Till,49,14,Yes,Yes,4,Yes,Yes
TXN004258,174131,Nakuru,Nyeri,6,Withdraw,56,21,No,Yes,3,No,Yes
TXN004259,153604,Nyeri,Mombasa,15,Send Money,63,5,Yes,No,5,No,Yes
TXN004261,210487,Machakos,Nakuru,18,Send Money,90,8,Yes,Yes,0,No,Yes
TXN004263,57454,Kakamega,Nairobi,18,Send Money,95,15,Yes,No,3,Yes,Yes
TXN004264,465376,Nyeri,Kiambu,12,Send Money,51,14,Yes,Yes,0,Yes,Yes
TXN004266,486316,Mombasa,Kisumu,11,Paybill,53,13,Yes,No,7,Yes,Yes
TXN004269,62824,Kakamega,Mombasa,13,Send Money,60,29,Yes,Yes,1,No,Yes
TXN004270,468661,Kakamega,Mombasa,13,Till,36,6,No,Yes,4,No,Yes
TXN004272,357712,Kiambu,Mombasa,21,Send Money,85,17,Yes,No,4,No,Yes
TXN004273,437947,Uasin Gishu,Kisumu,0,Paybill,29,30,No,Yes,4,No,Yes
TXN004274,425029,Machakos,Kisumu,9,Paybill,71,26,Yes,No,3,No,Yes
TXN004275,428263,Mombasa,Kiambu,13,Till,61,22,No,Yes,7,No,Yes
TXN004278,377470,Mombasa,Machakos,11,Send Money,20,27,Yes,Yes,8,No,Yes
TXN004280,192878,Nairobi,Kakamega,5,Withdraw,52,29,Yes,No,8,Yes,Yes
TXN004281,37704,Kisumu,Meru,6,Withdraw,20,13,Yes,Yes,4,Yes,Yes
TXN004282,277659,Kisumu,Kakamega,7,Paybill,120,4,Yes,Yes,6,No,Yes
TXN004283,81131,Kakamega,Kiambu,13,Till,113,14,Yes,No,7,No,Yes
TXN004284,477949,Kakamega,Kiambu,18,Paybill,65,26,Yes,No,6,No,Yes
TXN004285,301608,Kakamega,Machakos,20,Withdraw,38,9,Yes,Yes,3,No,Yes
TXN004288,208104,Meru,Nairobi,10,Paybill,16,29,Yes,Yes,7,No,Yes
TXN004289,158598,Mombasa,Machakos,21,Send Money,6,30,Yes,Yes,3,Yes,Yes
TXN004291,281983,Nakuru,Mombasa,3,Till,8,28,Yes,Yes,8,No,Yes
TXN004292,144769,Machakos,Kakamega,7,Till,100,29,Yes,No,8,Yes,Yes
TXN004295,478645,Kisumu,Machakos,3,Paybill,84,6,Yes,No,7,Yes,Yes
TXN004296,455564,Uasin Gishu,Kisumu,2,Send Money,115,14,Yes,Yes,5,Yes,Yes
TXN004297,277590,Nairobi,Uasin Gishu,4,Send Money,38,2,Yes,No,7,No,Yes
TXN004301,324647,Uasin Gishu,Kisumu,12,Send Money,2,20,Yes,Yes,0,No,Yes
TXN004302,252953,Nyeri,Machakos,20,Withdraw,1,21,Yes,No,7,No,Yes
TXN004303,327049,Kakamega,Nakuru,17,Send Money,67,23,Yes,Yes,3,Yes,Yes
TXN004304,466539,Meru,Kakamega,21,Paybill,43,6,Yes,Yes,2,Yes,Yes
TXN004305,404199,Nyeri,Kiambu,15,Till,42,9,Yes,Yes,4,Yes,Yes
TXN004306,152953,Meru,Kiambu,14,Send Money,31,21,Yes,No,4,No,Yes
TXN004307,30160,Uasin Gishu,Uasin Gishu,19,Paybill,61,27,Yes,No,6,Yes,Yes
TXN004310,49852,Kiambu,Nakuru,6,Paybill,81,29,Yes,Yes,5,Yes,Yes
TXN004312,163828,Kisumu,Nairobi,13,Paybill,52,1,Yes,Yes,3,No,Yes
